time;cpu_percentage;memory
1;0.0031924682538483633;21.55
2;6.813535353535354;22.68
3;11.425641891891892;23.12
4;7.414054054054054;23.75
5;8.215750421585161;24.04
6;9.507096774193549;25.77
7;8.060640809443507;26.66
8;9.01005076142132;27.27
9;8.272791878172589;27.11
10;8.432608695652172;27.16
11;9.930152284263958;27.73
12;10.434040404040404;27.8
13;11.288296795952782;27.9
14;9.48456081081081;27.92
15;10.781778523489931;28.28
16;11.419932203389829;28.42
17;10.528677966101696;29.45
18;11.945454545454545;29.83
19;9.380780984719864;30.02
20;11.186949152542374;30.07
21;11.255210792580101;30.68
22;11.222244897959184;31.8
23;11.457254237288135;32.87
24;9.069781512605042;32.88
25;9.969441624365484;32.97
26;8.336161616161617;33.05
27;10.133807106598985;33.08
28;10.833040540540539;33.21
29;8.293525423728813;33.53
30;10.071845637583893;34.23
31;10.530510204081633;34.38
32;11.657908937605397;34.81
33;10.859796264855687;35.16
34;8.517075630252101;35.29
35;9.79195945945946;35.36
36;12.72080808080808;36.83
37;12.124670050761422;37.4
38;12.308310810810811;37.62
39;9.490236486486486;38.06
40;12.544372881355931;38.3
41;13.082131979695433;38.31
42;11.219284497444635;38.33
43;11.48822934232715;38.39
44;8.410219224283304;38.4
45;13.094521008403362;38.93
46;13.412801358234294;39.39
47;12.942495784148397;39.41
48;11.559527027027027;39.95
49;9.583423728813559;40.46
50;14.163025210084035;40.48
51;9.252302521008403;41.38
52;10.819864864864865;42.29
53;13.493423271500843;43.14
54;10.002567567567567;43.99
55;12.130522765598652;44.16
56;7.712222222222223;44.16
57;12.275329949238579;44.27
58;11.08156196943973;44.29
59;10.802319327731093;44.34
60;10.687324414715718;44.38
61;13.55704584040747;44.46
62;14.098080808080807;44.91
63;10.497567567567568;45.32
64;10.339662162162162;45.5
65;12.17131313131313;45.86
66;13.951871838111298;46.58
67;13.442750424448219;46.58
68;14.16272727272727;48.74
69;10.526778523489934;49.42
70;13.495135135135133;49.5
71;13.432677966101696;49.52
72;15.628330522765598;49.62
73;11.326666666666666;49.68
74;11.077601351351351;49.75
75;11.798477157360406;49.77
76;7.806283783783783;49.77
77;0.5538617200674536;49.77
